游戏名称,批评空间链接,图片链接,会社,游戏官网,中央值,平均值,标准偏差,评论数
姦染5 ～The Day Break～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=15951#ad,https://pics.dmm.co.jp/digital/pcgame/spacep_0044/spacep_0044ps.jpg,SPEED,http://www.sp-janis.com/speed/infection5/,75,73.35,14,106
MOON. ～Final Version～(MOON.CD ～Limited Edition～),https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=2163#ad,https://img.dlsite.jp/modpub/images2/work/professional/VJ007000/VJ006615_img_main.jpg,NEXTON,http://nexton-net.jp/~nexton/moon/index.html,75,74.79,12,105
くれよんちゅーりっぷ ～ちどりとこるりの誘惑授業～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=14115#ad,https://pics.dmm.co.jp/digital/pcgame/next_0052/next_0052ps.jpg,SCORE,http://score.nexton-net.jp/kureyon/index.htm,75,73.32,13,105
猫忍えくすはーとSPIN!,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=34551#ad,https://pics.dmm.co.jp/digital/pcgame/inferno_0037/inferno_0037ps.jpg,Whirlpool,https://whirlpool.co.jp/nekonin-spin/,75,73.87,8,104
STEINS;GATE 比翼恋理のだーりん,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=15089#ad,https://www.suruga-ya.jp/pics/boxart_m/101001395m.jpg,MAGES.(5pb.),http://www.kagaku-adv.com/titles/steinsgate_darling/,75,72.05,11,104
その花が咲いたら、また僕は君に出逢う,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=26944#ad,https://pics.dmm.co.jp/digital/pcgame/views_0609/views_0609ps.jpg,Campus,http://www.campus.gr.jp/product/kimihana/,75,72.93,15,104
戦国†恋姫 ～乙女絢爛☆戦国絵巻～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=19459#ad,https://pics.dmm.co.jp/mono/game/999bas012/999bas012ps.jpg,BaseSon,http://nexton-net.jp/sengoku-koihime/,75,71.46,16,104
好き好き大好き超管理してあげる,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=20968#ad,https://pics.dmm.co.jp/digital/pcgame/yoruno_0006/yoruno_0006ps.jpg,夜のひつじ,http://yorunohitsuji.xii.jp/products/skskdsk,75,73.26,8,103
陽射しの中のリアル,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=6891#ad,https://pics.dmm.co.jp/digital/game/d_008999/d_008999pl.jpg,mu soft,http://www.mu-soft.com/lineup.html,75,74.41,11,103
東方萃夢想 ～Immaterial and Missing Power.,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=5206#ad,https://www.suruga-ya.jp/pics/boxart_m/186006927m.jpg,黄昏フロンティア,http://www.tasofro.net/touhou/index.html,75,74.74,12,103
スイートロビンガール -Sweet Robin Girl-,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=14114#ad,https://pics.dmm.co.jp/digital/pcgame/hobc_0405/hobc_0405ps.jpg,Chuablesoft,https://www.chuable.net/srg/,75,73.59,12,103
監獄戦艦3 ～熱砂の洗脳航路～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=19807#ad,https://pics.dmm.co.jp/digital/pcgame/inf_0151/inf_0151ps.jpg,ANIME LiLiTH,None,75,75.29,12,103
Sweet Home ～Hなお姉さんは好きですか?～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=8712#ad,https://pics.dmm.co.jp/digital/pcgame/stone_0007/stone_0007ps.jpg,CODEPINK,http://www.pil-codepink.jp/product/SweetHome/index.html,75,71.90,13,103
SHINY DAYS,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=15294#ad,https://pics.dmm.co.jp/digital/pcgame/kaguya_0031/kaguya_0031ps.jpg,Overflow,https://www.0verflow.com/products.html,75,73.15,14,103
となりに彼女のいる幸せ ～Winter Guest～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=26246#ad,https://pics.dmm.co.jp/mono/game/2136apc12202/2136apc12202ps.jpg,プレカノ,None,75,74.66,10,102
零れ落ちる少女たち ～パパ活JC快楽堕ちの記録～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=26946#ad,https://pics.dmm.co.jp/digital/pcgame/amusecraft_0001/amusecraft_0001ps.jpg,Lom,http://lom.amusecraft.com/,75,73.49,10,102
恋愛家庭教師ルルミ★Coordinate!,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=14902#ad,https://pics.dmm.co.jp/digital/pcgame/vsat_0124/vsat_0124ps.jpg,riffraff,http://riffraff.product.co.jp/rurumicoorde/index.html,75,74.39,12,102
おお勇者よ、イってしまうとは情けない!,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=22142#ad,https://pics.dmm.co.jp/digital/pcgame/next_0189/next_0189ps.jpg,Luxury,http://luxury.nexton-net.jp/_product/lux005/,75,74.14,12,102
きみはね 彼女と彼女の恋する1ヶ月,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=21349#ad,https://pics.dmm.co.jp/digital/pcgame/next_0262/next_0262ps.jpg,BaseSon Light,http://baseson.nexton-net.jp/baseson-light/kimihane/,75,74.66,14,102
ことのはアムリラート,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=25435#ad,https://pics.dmm.co.jp/digital/pcgame/ggs_1109/ggs_1109ps.jpg,SukeraSparo,http://sukerasparo.com/index.html,75,73.44,8,101
リトルウィッチファンディスク ～ちいさな魔女の贈りもの～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=7296#ad,https://pics.dmm.co.jp/mono/game/787lwc5002/787lwc5002ps.jpg,Littlewitch,http://www.littlewitch.jp/products/lw04lwfd/index.html,75,73.25,10,101
パコられ,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=19453#ad,https://pics.dmm.co.jp/digital/pcgame/ucheese_0002/ucheese_0002ps.jpg,ゆにっとちーず,None,75,74.94,11,101
JD温泉。 ～エロエロダイナマイト女子大生との温泉生活 ♨～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=23955#ad,https://pics.dmm.co.jp/digital/pcgame/cveaa_0024/cveaa_0024ps.jpg,アトリエかぐや,http://www.a-kaguya.com/products_HP/j_d_o/,75,75.35,11,101
臭作 DVD-ROM版,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=1899#ad,https://pics.dmm.co.jp/digital/pcgame/elf_0006/elf_0006ps.jpg,elf,None,75,74.85,12,101
貸し出し妻、満里奈の“ネトラセ”報告 敏感妻と絶倫大学生,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=19284#ad,https://pics.dmm.co.jp/digital/pcgame/aquras_0033/aquras_0033ps.jpg,アトリエさくら Team.NTR,http://www.at-sakura.net/ntr/brand/023/023.html,75,73.96,14,101
アイシング -love coating-,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=29060#ad,https://pics.dmm.co.jp/digital/pcgame/inheart_0150/inheart_0150ps.jpg,はちみつそふと,None,75,73.47,9,100
恋嵐スピリッチュ,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=27664#ad,https://pics.dmm.co.jp/digital/pcgame/russ_0301/russ_0301ps.jpg,Parasol,http://www.parasol-soft.com/product/renran/,75,70.71,14,100
闘神都市III,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=11230#ad,https://pics.dmm.co.jp/digital/pcgame/alice_0007/alice_0007ps.jpg,ALICESOFT,https://www.alicesoft.com/toushin3/index.html,74,70.78,14,923
朱 -Aka-,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=2798#ad,https://pics.dmm.co.jp/digital/pcgame/hobe_0149/hobe_0149ps.jpg,ねこねこソフト,None,74,71.34,15,922
ラムネ,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=3800#ad,https://pics.dmm.co.jp/digital/pcgame/hobe_0156/hobe_0156ps.jpg,ねこねこソフト,None,74,72.94,11,861
Like a Butler,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=11917#ad,https://img.dlsite.jp/modpub/images2/work/professional/VJ010000/VJ009663_img_main.jpg,AXL,http://www.axl-soft.jp/products/05/index.html,74,71.47,12,792
彼女×彼女×彼女 ～三姉妹とのドキドキ共同生活～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=10713#ad,https://pics.dmm.co.jp/digital/pcgame/views_0196/views_0196ps.jpg,ωstar,http://www.omega-star.jp/kano3/kano/index.htm,74,72.92,11,761
あしたの雪之丞,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=1567#ad,https://pics.dmm.co.jp/digital/pcgame/dmmgames_0022/dmmgames_0022ps.jpg,elf,None,74,71.70,12,753
LikeLife -ライクライフ-,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=3542#ad,https://pics.dmm.co.jp/digital/pcgame/has_0057/has_0057ps.jpg,HOOKSOFT(HOOK),http://www.hook-net.jp/likelife/index.htm,74,72.29,12,702
ナツメグ,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=8460#ad,https://pics.dmm.co.jp/digital/pcgame/ggs_0676/ggs_0676ps.jpg,コットンソフト,None,74,72.75,10,636
しゅぷれ～むキャンディ ～王道には王道たる理由があるんです!～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=10990#ad,https://pics.dmm.co.jp/digital/pcgame/mnphs_0004/mnphs_0004ps.jpg,枕,https://www.makura-soft.com/candy/index.html,74,71.19,15,578
キラ☆キラ カーテンコール,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=10996#ad,https://pics.dmm.co.jp/digital/pcgame/kgf_0005/kgf_0005ps.jpg,OVERDRIVE,http://project.over-drive.jp/kkcc/index.htm,74,71.42,13,564
顔のない月,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=167#ad,https://www.suruga-ya.jp/pics/boxart_m/145004267m.jpg,ROOT,None,74,71.71,14,543
恋色マリアージュ,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=17123#ad,https://pics.dmm.co.jp/digital/pcgame/ipics_0012/ipics_0012ps.jpg,ま～まれぇど,http://www.web-marmalade.com/products/koiiro/index.html,74,73.40,9,535
よつのは,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=5934#ad,https://pics.dmm.co.jp/digital/pcgame/hiqua_0002/hiqua_0002ps.jpg,ハイクオソフト,http://www.iam-hiquality.com/soft/02leaf/index2.html,74,72.40,13,517
ココロ@ファンクション!,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=19029#ad,https://pics.dmm.co.jp/digital/pcgame/will_0111/will_0111ps.jpg,PULLTOP,http://www.pulltop.com/gp12/,74,72.33,11,516
your diary,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=13954#ad,https://pics.dmm.co.jp/digital/pcgame/cuffs_0003/cuffs_0003ps.jpg,CUBE,http://www.cuffs-cube.jp/products/yourdiary/,74,72.45,11,514
最終痴漢電車2,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=3184#ad,https://pics.dmm.co.jp/digital/pcgame/kaguya_0015/kaguya_0015ps.jpg,アトリエかぐや,http://www.a-kaguya.com/products_HB/chikan2/c2top.htm,74,73.30,11,466
スキとスキとでサンカク恋愛,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=23727#ad,https://pics.dmm.co.jp/digital/pcgame/has_0025/has_0025ps.jpg,ASa Project,https://www.asa-pro.com/sankakurenai/,74,72.58,9,451
シークレットゲーム CODE:Revise,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=14593#ad,https://pics.dmm.co.jp/digital/pcgame/upg_0003/upg_0003ps.jpg,FLAT,http://flat-software2.com/SecretGameCR/,74,71.62,13,436
戦乙女ヴァルキリー「あなたに全てを捧げます」,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=3786#ad,https://pics.dmm.co.jp/digital/pcgame/mgold_0020/mgold_0020ps.jpg,ルネ,https://www.lune-soft.jp/game/7094,74,72.27,14,435
Rance IV -教団の遺産-,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=2008#ad,https://www.suruga-ya.jp/pics/boxart_m/127000039m.jpg,ALICESOFT,http://retropc.net/alice/20.html,74,72.29,10,419
アンバークォーツ ～Amber Quartz～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=11366#ad,https://pics.dmm.co.jp/digital/pcgame/ggs_0900/ggs_0900ps.jpg,コットンソフト,None,74,71.18,12,405
マジカルウィッチアカデミー ～ボクと先生のマジカルレッスン～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=4551#ad,https://pics.dmm.co.jp/digital/pcgame/kaguya_0070/kaguya_0070ps.jpg,アトリエかぐや,http://www.a-kaguya.com/products_HB/mwa/index.html,74,71.93,14,395
Floralia+ ～フローラリア・プラス～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=3299#ad,https://pics.dmm.co.jp/digital/pcgame/xuse_0010/xuse_0010ps.jpg,XUSE,http://www.xuse.co.jp/product/019_raliap/,74,71.72,11,343
青春フラジャイル,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=29474#ad,https://pics.dmm.co.jp/digital/pcgame/hobe_0475/hobe_0475ps.jpg,Purple software,http://www.purplesoftware.jp/products/seisyun_f/,74,72.62,8,342
Only you -リ・クルス-,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=1513#ad,https://pics.dmm.co.jp/mono/game/505ali0036/505ali0036ps.jpg,ALICESOFT,None,74,72.28,12,342
スタディ§ステディ,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=27478#ad,https://pics.dmm.co.jp/digital/pcgame/russ_0307/russ_0307ps.jpg,ま～まれぇど,http://www.web-marmalade.com/products/sts/,74,71.09,15,341
借金姉妹2,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=10722#ad,https://pics.dmm.co.jp/digital/pcgame/selen_0022/selen_0022ps.jpg,Selen,None,74,72.16,12,324
BUNNYBLACK,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=13817#ad,https://pics.dmm.co.jp/digital/pcgame/ahsarch_0022/ahsarch_0022ps.jpg,ソフトハウスキャラ,None,74,72.39,9,322
ねこねこファンディスク2,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=3161#ad,https://pics.dmm.co.jp/digital/pcgame/gcruise_0010/gcruise_0010ps.jpg,ねこねこソフト,None,74,73.02,10,319
箱庭ロジック,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=20393#ad,https://pics.dmm.co.jp/digital/pcgame/scfbht_0001/scfbht_0001ps.jpg,Cabbit,http://www.cabbit.jp/logic/index.html,74,72.73,10,319
それは舞い散る桜のように 完全版,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=11304#ad,https://pics.dmm.co.jp/digital/pcgame/zeni_0001/zeni_0001ps.jpg,BasiL,None,74,67.12,21,311
アイカギ,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=24434#ad,https://pics.dmm.co.jp/digital/pcgame/next_0224/next_0224ps.jpg,あざらしそふと,http://azarashi-soft.nexton-net.jp/aikagi/,74,73.00,10,306
はるるみなもに!,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=23741#ad,https://pics.dmm.co.jp/digital/pcgame/blancaile_0009/blancaile_0009ps.jpg,Clochette,https://clochette-soft.jp/harumina/,74,72.33,12,304
夏の色のノスタルジア,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=21092#ad,https://pics.dmm.co.jp/digital/pcgame/sesyg_0013/sesyg_0013ps.jpg,MOONSTONE,https://www.moon-stone.jp/product/ms18/,74,72.17,11,302
ピアノの森の満開の下,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=4965#ad,https://pics.dmm.co.jp/digital/pcgame/pencil_0072/pencil_0072ps.jpg,ぱじゃまソフト,http://www.pajamas.ne.jp/piano/index.html,74,71.37,12,297
そらいろ,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=12595#ad,https://pics.dmm.co.jp/mono/game/746tpb5003/746tpb5003ps.jpg,ねこねこソフト,None,74,72.93,12,279
レーシャル・マージ,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=19881#ad,https://pics.dmm.co.jp/digital/pcgame/torp_0028/torp_0028ps.jpg,AXL,http://www.axl-soft.jp/products/10/,74,72.37,10,266
Making＊Lovers 激イチャアフターストーリー Vol.01 亜子、可憐、咲,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=26564#ad,https://pics.dmm.co.jp/digital/pcgame/has_0045/has_0045ps.jpg,SMEE,http://www.hook-net.jp/smee/makinglovers/fd/vol01.html,74,73.31,9,251
ぜったい最胸☆おっぱい戦争!! ～巨乳王国vs貧乳王国～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=17248#ad,https://pics.dmm.co.jp/digital/pcgame/high_0101/high_0101ps.jpg,softhouse-seal GRANDEE,None,74,73.19,9,240
THE GOD OF DEATH,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=4884#ad,https://pics.dmm.co.jp/digital/pcgame/vsat_0101/vsat_0101ps.jpg,Studio Mebius,http://studio-mebius.product.co.jp/software/mdp/html/2/3.html,74,70.75,14,229
ハジラブ -Making*Lovers-,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=30627#ad,https://pics.dmm.co.jp/digital/pcgame/has_0095/has_0095ps.jpg,SMEE,http://www.hook-net.jp/smee/hajilove/,74,72.02,11,227
ピュアメール,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=625#ad,https://pics.dmm.co.jp/digital/pcgame/hobe_0052/hobe_0052ps.jpg,Overflow,https://www.0verflow.com/products-other.html,74,71.55,14,223
アキウソ -The only neat thing to do-,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=22397#ad,https://pics.dmm.co.jp/digital/pcgame/views_0515/views_0515ps.jpg,Campus,http://www.campus.gr.jp/product/akiuso/,74,72.84,9,221
真・燐月,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=8725#ad,https://pics.dmm.co.jp/digital/pcgame/selen_0020/selen_0020ps.jpg,Selen,None,74,72.64,11,221
ジュエルスオーシャン,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=3342#ad,https://pics.dmm.co.jp/digital/pcgame/hobe_0107/hobe_0107ps.jpg,Escu:de,https://www.escude.co.jp/product/pretty_price/price04.html,74,71.84,13,209
AMBITIOUS MISSION アフターエピソード1,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=33956#ad,https://pics.dmm.co.jp/digital/pcgame/sgpl_0004/sgpl_0004ps.jpg,SAGA PLANETS,https://sagapla.net/works/ambitious_after/,74,73.56,8,207
碧ヶ淵 夜伽の村のお嫁様,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=3252#ad,https://pics.dmm.co.jp/digital/pcgame/mgold_0019/mgold_0019ps.jpg,ネル,https://www.lune-soft.jp/game/5811,74,72.54,11,194
黄昏のフォルクローレ,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=27496#ad,https://pics.dmm.co.jp/digital/pcgame/russ_0314/russ_0314ps.jpg,Citrus,https://citrus-soft.net/product/tasokuro/,74,72.95,11,193
キャッスルファンタジア ～エレンシア戦記～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=212#ad,https://pics.dmm.co.jp/digital/pcgame/debo_0032/debo_0032ps.jpg,Studio e.go!,None,74,73.05,12,189
プリ☆さら ～ドキドキ×らぶらぶWファンディスク～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=12733#ad,//gyutto.com/data/item_img/196/19654/19654_p_m.jpg,アトリエかぐや,http://www.a-kaguya.com/products_BY/prisara/index.html,74,71.07,12,180
FLIP＊FLOP 〜INNOCENCE OVERCLOCK〜,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=32950#ad,https://pics.dmm.co.jp/digital/pcgame/digination_0030/digination_0030ps.jpg,DiGination,https://www.fanzagames-digination.com/flipflop_io/,74,71.46,11,178
お兄ちゃんにはぜったい言えないたいせつなこと。,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=17789#ad,https://pics.dmm.co.jp/digital/pcgame/ggs_0798/ggs_0798ps.jpg,Mink EGO,None,74,71.79,14,174
姦染3 ～首都崩壊～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=11416#ad,https://pics.dmm.co.jp/digital/pcgame/spacep_0035/spacep_0035ps.jpg,SPEED,http://www.sp-janis.com/speed/infection3/,74,71.64,14,168
結い橋つめちゃいました! P・R・O,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=2661#ad,https://pics.dmm.co.jp/digital/pcgame/hobe_0046/hobe_0046ps.jpg,ういんどみる,https://windmill.suki.jp/product/value/yuibashiR.html,74,73.04,12,167
魔法戦士スイートナイツ2 ～メッツァー叛乱～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=3373#ad,https://pics.dmm.co.jp/digital/pcgame/root_0003/root_0003ps.jpg,Triangle,https://www.route2.co.jp/Triangle/Products/archives/archive_03.html,74,73.34,11,164
